start.date,end.date,block,treatment,plot,replicate,sampling.method,family,morphospecies.code,count
2008-09-22,2008-10-02,Ridge,Logged,4,1,Pitfall,Carabidae,104,2
2008-07-18,2008-07-28,Ridge,Logged,4,5,Litter_sifting,Nitidulidae,55,1
2008-05-19,2008-05-29,Ridge,Logged,4,5,Pitfall,Curculionidae,6,1
2008-07-18,2008-07-28,Ridge,Logged,4,3,Pitfall,Carabidae,104,1
2008-07-18,2008-07-28,Ridge,Logged,4,2,Pitfall,Scarabaeidae,101,2
2008-07-18,2008-07-28,Ridge,Logged,4,2,Litter_sifting,Carabidae,24,2
2008-07-18,2008-07-28,Ridge,Logged,4,2,Pitfall,Carabidae,24,2
2008-07-18,2008-07-28,Ridge,Logged,4,4,Pitfall,Carabidae,104,1
2008-07-18,2008-07-28,Ridge,Logged,4,5,Pitfall,Carabidae,104,2
2008-05-19,2008-05-29,Ridge,Logged,4,2,Litter_sifting,Carabidae,59,1
2008-07-18,2008-07-28,Ridge,Logged,4,4,Pitfall,Staphylinidae,126,1
2008-05-19,2008-05-29,Ridge,Logged,4,3,Litter_sifting,Scarabaeidae,19,1
2008-05-19,2008-05-29,Ridge,Logged,4,3,Litter_sifting,Staphylinidae,4,4
2008-07-18,2008-07-28,Ridge,Logged,4,4,Litter_sifting,Carabidae,24,2
2008-05-19,2008-05-29,Ridge,Logged,4,3,Litter_sifting,Carabidae,24,5
2008-07-18,2008-07-28,Ridge,Logged,4,5,Litter_sifting,Carabidae,69,1
2008-07-18,2008-07-28,Ridge,Logged,4,2,Pitfall,Mordellidae,111,1
2008-07-18,2008-07-28,Ridge,Logged,4,3,Pitfall,Staphylinidae,109,2
2008-05-19,2008-05-29,Ridge,Logged,4,1,Pitfall,Carabidae,2,1
2008-07-18,2008-07-28,Ridge,Logged,4,4,Pitfall,Scarabaeidae,110,1
2008-05-19,2008-05-29,Ridge,Logged,4,2,Pitfall,Staphylinidae,136,1
2008-09-22,2008-10-02,Ridge,Logged,4,2,Pitfall,Staphylinidae,50,2
2008-07-18,2008-07-28,Ridge,Logged,4,1,Pitfall,Staphylinidae,126,2
2008-05-19,2008-05-29,Ridge,Logged,4,4,Pitfall,Staphylinidae,50,1
2008-07-18,2008-07-28,Ridge,Logged,4,3,Pitfall,Scarabaeidae,110,4
2008-05-19,2008-05-29,Ridge,Logged,4,3,Pitfall,Carabidae,2,10
2008-05-19,2008-05-29,Ridge,Logged,4,2,Litter_sifting,Curculionidae,12,1
2008-05-19,2008-05-29,Ridge,Logged,4,2,Pitfall,Staphylinidae,3,2
2008-05-19,2008-05-29,Ridge,Logged,4,3,Litter_sifting,Elateridae,40,1
2008-07-18,2008-07-28,Ridge,Logged,4,1,Litter_sifting,Throscidae,42,1
2008-05-19,2008-05-29,Ridge,Logged,4,2,Pitfall,Carabidae,2,9
2008-05-19,2008-05-29,Ridge,Logged,4,1,Litter_sifting,Scydmaenidae,35,2
2008-05-19,2008-05-29,Ridge,Logged,4,1,Pitfall,Carabidae,1,1
2008-05-19,2008-05-29,Ridge,Logged,4,5,Litter_sifting,Carabidae,2,1
2008-07-18,2008-07-28,Ridge,Logged,4,1,Litter_sifting,Leiodidae,83,1
2008-09-22,2008-10-02,Ridge,Logged,4,4,Litter_sifting,Latridiidae,77,1
2008-05-19,2008-05-29,Ridge,Logged,4,3,Litter_sifting,Elateridae,39,1
2008-05-19,2008-05-29,Ridge,Logged,4,5,Pitfall,Scydmaenidae,35,1
2008-05-19,2008-05-29,Ridge,Logged,4,2,Litter_sifting,Carabidae,9,1
2008-05-19,2008-05-29,Ridge,Logged,4,2,Litter_sifting,Carabidae,2,1
2008-05-19,2008-05-29,Ridge,Logged,4,5,Litter_sifting,Staphylinidae,82,1
2008-05-19,2008-05-29,Ridge,Logged,4,2,Pitfall,Staphylinidae,137,1
2008-05-19,2008-05-29,Ridge,Logged,4,5,Pitfall,Staphylinidae,116,1
2008-05-19,2008-05-29,Ridge,Logged,4,2,Pitfall,Staphylinidae,13,5
2008-07-18,2008-07-28,Ridge,Logged,4,5,Pitfall,Staphylinidae,126,4
2008-09-22,2008-10-02,Ridge,Logged,4,1,Pitfall,Silphidae,100,1
2008-07-18,2008-07-28,Ridge,Logged,4,3,Litter_sifting,Scydmaenidae,35,1
2008-05-19,2008-05-29,Ridge,Logged,4,3,Litter_sifting,Throscidae,42,1
2008-07-18,2008-07-28,Ridge,Logged,4,5,Pitfall,Silphidae,100,1
2008-07-18,2008-07-28,Ridge,Logged,4,2,Litter_sifting,Staphylinidae,71,1
2008-09-22,2008-10-02,Ridge,Logged,4,4,Litter_sifting,Curculionidae,12,1
2008-07-18,2008-07-28,Ridge,Logged,4,4,Pitfall,Carabidae,14,1
2008-07-18,2008-07-28,Ridge,Logged,4,1,Pitfall,Staphylinidae,71,1
2008-07-18,2008-07-28,Ridge,Logged,4,2,Pitfall,Carabidae,104,1
2008-05-19,2008-05-29,Ridge,Logged,4,1,Litter_sifting,Curculionidae,12,1
2008-07-18,2008-07-28,Ridge,Logged,4,3,Pitfall,Staphylinidae,126,1
2008-05-19,2008-05-29,Ridge,Logged,4,3,Litter_sifting,Scydmaenidae,35,1
2008-05-19,2008-05-29,Ridge,Logged,4,3,Pitfall,Staphylinidae,13,2
2008-05-19,2008-05-29,Ridge,Girdled,5,5,Pitfall,Carabidae,1,4
2008-05-19,2008-05-29,Ridge,Girdled,5,4,Pitfall,Staphylinidae,3,1
2008-09-22,2008-10-02,Ridge,Girdled,5,1,Pitfall,Scydmaenidae,35,1
2008-07-18,2008-07-28,Ridge,Girdled,5,1,Litter_sifting,Scydmaenidae,35,1
2008-07-18,2008-07-28,Ridge,Girdled,5,4,Litter_sifting,Elateridae,34,1
2008-07-18,2008-07-28,Ridge,Girdled,5,2,Pitfall,Carabidae,106,1
2008-09-22,2008-10-02,Ridge,Girdled,5,5,Litter_sifting,Scaphidiidae,62,1
2008-05-19,2008-05-29,Ridge,Girdled,5,4,Litter_sifting,Scydmaenidae,35,2
2008-05-19,2008-05-29,Ridge,Girdled,5,2,Pitfall,Carabidae,1,1
2008-07-18,2008-07-28,Ridge,Girdled,5,3,Pitfall,Staphylinidae,119,2
2008-07-18,2008-07-28,Ridge,Girdled,5,5,Pitfall,Carabidae,104,1
2008-05-19,2008-05-29,Ridge,Girdled,5,3,Litter_sifting,Elateridae,52,1
2008-05-19,2008-05-29,Ridge,Girdled,5,3,Pitfall,Carabidae,1,1
2008-07-18,2008-07-28,Ridge,Girdled,5,2,Litter_sifting,Scydmaenidae,35,1
2008-05-19,2008-05-29,Ridge,Girdled,5,3,Pitfall,Staphylinidae,3,5
2008-05-19,2008-05-29,Ridge,Girdled,5,5,Litter_sifting,Carabidae,47,1
2008-05-19,2008-05-29,Ridge,Girdled,5,1,Litter_sifting,Elateridae,34,1
2008-05-19,2008-05-29,Ridge,Girdled,5,2,Litter_sifting,Carabidae,47,1
2008-05-19,2008-05-29,Ridge,Girdled,5,4,Litter_sifting,Elateridae,34,1
2008-07-18,2008-07-28,Ridge,Girdled,5,1,Litter_sifting,Nitidulidae,55,2
2008-05-19,2008-05-29,Ridge,Girdled,5,3,Pitfall,Staphylinidae,4,1
2008-07-18,2008-07-28,Ridge,Girdled,5,3,Pitfall,Carabidae,104,1
2008-05-19,2008-05-29,Ridge,Girdled,5,5,Pitfall,Carabidae,2,5
2008-09-22,2008-10-02,Ridge,Girdled,5,1,Litter_sifting,Carabidae,47,1
2008-05-19,2008-05-29,Ridge,Girdled,5,2,Pitfall,Scydmaenidae,35,1
2008-07-18,2008-07-28,Ridge,Girdled,5,1,Pitfall,Carabidae,104,1
2008-07-18,2008-07-28,Ridge,Girdled,5,2,Litter_sifting,Chrysomelidae,90,1
2008-07-18,2008-07-28,Ridge,Girdled,5,2,Pitfall,Carabidae,14,1
2008-05-19,2008-05-29,Ridge,Girdled,5,1,Litter_sifting,Scarabaeidae,19,1
2008-07-18,2008-07-28,Ridge,Girdled,5,4,Litter_sifting,Carabidae,69,1
2008-07-18,2008-07-28,Ridge,Girdled,5,2,Litter_sifting,Staphylinidae,11,1
2008-07-18,2008-07-28,Ridge,Girdled,5,4,Litter_sifting,Throscidae,42,1
2008-09-22,2008-10-02,Ridge,Girdled,5,2,Litter_sifting,Throscidae,42,1
2008-07-18,2008-07-28,Ridge,Girdled,5,1,Litter_sifting,Curculionidae,12,2
2008-07-18,2008-07-28,Ridge,Girdled,5,5,Litter_sifting,Curculionidae,12,2
2008-07-18,2008-07-28,Ridge,Girdled,5,3,Litter_sifting,Curculionidae,12,2
2008-05-19,2008-05-29,Ridge,Girdled,5,2,Litter_sifting,Curculionidae,12,1
2008-07-18,2008-07-28,Ridge,Girdled,5,4,Litter_sifting,Staphylinidae,72,1
2008-07-18,2008-07-28,Ridge,Girdled,5,2,Pitfall,Staphylinidae,126,3
2008-07-18,2008-07-28,Ridge,Girdled,5,4,Pitfall,Carabidae,104,2
2008-07-18,2008-07-28,Ridge,Girdled,5,1,Pitfall,Staphylinidae,72,1
2008-07-18,2008-07-28,Ridge,Girdled,5,1,Pitfall,Staphylinidae,126,4
2008-07-18,2008-07-28,Ridge,Girdled,5,2,Litter_sifting,Curculionidae,12,2
2008-09-22,2008-10-02,Ridge,Girdled,5,3,Litter_sifting,Curculionidae,12,1
2008-09-22,2008-10-02,Ridge,Girdled,5,4,Litter_sifting,Curculionidae,12,3
2008-05-19,2008-05-29,Ridge,Girdled,5,2,Pitfall,Carabidae,2,2
2008-05-19,2008-05-29,Ridge,Girdled,5,4,Pitfall,Carabidae,2,4
2008-05-19,2008-05-29,Ridge,Girdled,5,3,Pitfall,Carabidae,9,1
2008-07-18,2008-07-28,Ridge,Girdled,5,1,Pitfall,Nitidulidae,123,1
2008-07-18,2008-07-28,Ridge,Girdled,5,1,Pitfall,Cerambycidae,112,1
2008-05-19,2008-05-29,Ridge,Girdled,5,1,Litter_sifting,Carabidae,9,1
2008-07-18,2008-07-28,Ridge,Girdled,5,2,Pitfall,Staphylinidae,10,1
2008-05-19,2008-05-29,Ridge,Girdled,5,1,Pitfall,Carabidae,2,1
2008-07-18,2008-07-28,Ridge,Girdled,5,2,Pitfall,Nitidulidae,123,1
2008-07-18,2008-07-28,Ridge,Girdled,5,4,Pitfall,Staphylinidae,72,1
2008-05-19,2008-05-29,Ridge,Girdled,5,3,Pitfall,Carabidae,2,3
2008-05-19,2008-05-29,Ridge,Girdled,5,4,Pitfall,Carabidae,1,1
2008-05-19,2008-05-29,Ridge,Girdled,5,1,Litter_sifting,Curculionidae,46,1
2008-05-19,2008-05-29,Ridge,Girdled,5,5,Pitfall,Carabidae,9,1
2008-05-19,2008-05-29,Ridge,Girdled,5,4,Litter_sifting,Staphylinidae,58,1
2008-07-18,2008-07-28,Ridge,Girdled,5,3,Litter_sifting,Staphylinidae,58,3
2008-05-19,2008-05-29,Ridge,Girdled,5,5,Litter_sifting,Curculionidae,46,1
2008-05-19,2008-05-29,Ridge,Girdled,5,2,Litter_sifting,Carabidae,59,1
2008-05-19,2008-05-29,Ridge,Girdled,5,4,Litter_sifting,Staphylinidae,61,1
2008-05-19,2008-05-29,Ridge,Girdled,5,4,Litter_sifting,Scaphidiidae,62,2
2008-07-18,2008-07-28,Ridge,Girdled,5,3,Litter_sifting,Carabidae,69,1
2008-07-18,2008-07-28,Ridge,Girdled,5,5,Pitfall,Staphylinidae,126,1
2008-07-18,2008-07-28,Ridge,Girdled,5,5,Litter_sifting,Ptilidae,68,34
2008-05-19,2008-05-29,Ridge,Girdled,5,5,Litter_sifting,Scydmaenidae,35,1
2008-05-19,2008-05-29,Ridge,Girdled,5,5,Litter_sifting,Lampyridae,16,1
2008-07-18,2008-07-28,Ridge,Girdled,5,4,Litter_sifting,Ptilidae,68,13
2008-07-18,2008-07-28,Ridge,Girdled,5,3,Litter_sifting,Ptilidae,68,28
2008-05-19,2008-05-29,Ridge,Girdled,5,4,Litter_sifting,Elateridae,63,1
2008-05-19,2008-05-29,Ridge,Girdled,5,3,Litter_sifting,Chrysomelidae,64,1
2008-05-19,2008-05-29,Ridge,Girdled,5,4,Pitfall,Carabidae,17,1
2008-07-18,2008-07-28,Ridge,Girdled,5,2,Litter_sifting,Chrysomelidae,64,1
2008-09-22,2008-10-02,Ridge,Girdled,5,5,Litter_sifting,Ptilidae,68,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,4,Litter_sifting,Scydmaenidae,35,9
2008-07-18,2008-07-28,Ridge,Hemlock,6,1,Litter_sifting,Scydmaenidae,35,4
2008-09-22,2008-10-02,Ridge,Hemlock,6,4,Litter_sifting,Scydmaenidae,35,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,3,Litter_sifting,Carabidae,2,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,1,Litter_sifting,Staphylinidae,38,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,4,Pitfall,Carabidae,2,3
2008-07-18,2008-07-28,Ridge,Hemlock,6,4,Litter_sifting,Scydmaenidae,35,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,5,Litter_sifting,Scydmaenidae,35,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,2,Litter_sifting,Scydmaenidae,35,9
2008-07-18,2008-07-28,Ridge,Hemlock,6,4,Pitfall,Carabidae,8,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,3,Pitfall,Carabidae,2,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,3,Litter_sifting,Carabidae,7,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,1,Litter_sifting,Carabidae,7,2
2008-05-19,2008-05-29,Ridge,Hemlock,6,2,Pitfall,Carabidae,17,2
2008-09-22,2008-10-02,Ridge,Hemlock,6,4,Litter_sifting,Carabidae,2,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,1,Litter_sifting,Carabidae,2,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,5,Pitfall,Staphylinidae,13,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,2,Pitfall,Carabidae,7,3
2008-09-22,2008-10-02,Ridge,Hemlock,6,4,Litter_sifting,Carabidae,7,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,1,Pitfall,Carabidae,8,3
2008-09-22,2008-10-02,Ridge,Hemlock,6,3,Litter_sifting,Carabidae,7,2
2008-07-18,2008-07-28,Ridge,Hemlock,6,2,Pitfall,Carabidae,8,3
2008-07-18,2008-07-28,Ridge,Hemlock,6,3,Pitfall,Carabidae,8,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,5,Pitfall,Carabidae,2,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,3,Litter_sifting,Curculionidae,12,7
2008-07-18,2008-07-28,Ridge,Hemlock,6,3,Litter_sifting,Staphylinidae,11,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,1,Pitfall,Carabidae,2,4
2008-07-18,2008-07-28,Ridge,Hemlock,6,4,Litter_sifting,Staphylinidae,49,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,2,Pitfall,Staphylinidae,10,3
2008-05-19,2008-05-29,Ridge,Hemlock,6,2,Pitfall,Carabidae,2,6
2008-05-19,2008-05-29,Ridge,Hemlock,6,1,Pitfall,Staphylinidae,3,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,1,Pitfall,Carabidae,2,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,2,Litter_sifting,Carabidae,2,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,5,Litter_sifting,Scydmaenidae,35,9
2008-05-19,2008-05-29,Ridge,Hemlock,6,3,Litter_sifting,Scydmaenidae,35,4
2008-09-22,2008-10-02,Ridge,Hemlock,6,3,Pitfall,Carabidae,2,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,3,Litter_sifting,Scydmaenidae,35,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,2,Pitfall,Staphylinidae,3,2
2008-05-19,2008-05-29,Ridge,Hemlock,6,5,Pitfall,Carabidae,1,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,3,Pitfall,Carabidae,7,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,4,Pitfall,Carabidae,2,3
2008-05-19,2008-05-29,Ridge,Hemlock,6,1,Litter_sifting,Scydmaenidae,35,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,1,Pitfall,Staphylinidae,27,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,5,Pitfall,Staphylinidae,4,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,4,Pitfall,Curculionidae,6,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,4,Pitfall,Ptilidae,23,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,5,Pitfall,Carabidae,22,2
2008-05-19,2008-05-29,Ridge,Hemlock,6,5,Litter_sifting,Carabidae,7,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,5,Litter_sifting,Carabidae,7,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,2,Litter_sifting,Carabidae,7,2
2008-05-19,2008-05-29,Ridge,Hemlock,6,5,Pitfall,Staphylinidae,3,4
2008-09-22,2008-10-02,Ridge,Hemlock,6,2,Pitfall,Staphylinidae,121,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,3,Pitfall,Carabidae,106,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,5,Litter_sifting,Ptilidae,68,150
2008-07-18,2008-07-28,Ridge,Hemlock,6,2,Pitfall,Carabidae,106,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,2,Litter_sifting,Chrysomelidae,64,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,5,Litter_sifting,Scaphidiidae,62,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,3,Litter_sifting,Carabidae,59,2
2008-05-19,2008-05-29,Ridge,Hemlock,6,2,Litter_sifting,Carabidae,59,5
2008-05-19,2008-05-29,Ridge,Hemlock,6,1,Litter_sifting,Carabidae,59,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,1,Litter_sifting,Staphylinidae,58,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,5,Pitfall,Staphylinidae,121,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,3,Litter_sifting,Staphylinidae,49,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,3,Litter_sifting,Nitidulidae,55,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,2,Pitfall,Carabidae,104,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,4,Pitfall,Nitidulidae,123,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,4,Litter_sifting,Staphylinidae,51,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,5,Pitfall,Staphylinidae,51,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,5,Litter_sifting,Staphylinidae,51,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,3,Pitfall,Nitidulidae,123,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,5,Pitfall,Staphylinidae,126,3
2008-07-18,2008-07-28,Ridge,Hemlock,6,2,Litter_sifting,Staphylinidae,126,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,3,Pitfall,Staphylinidae,126,4
2008-07-18,2008-07-28,Ridge,Hemlock,6,1,Pitfall,Staphylinidae,126,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,4,Pitfall,Staphylinidae,126,4
2008-09-22,2008-10-02,Ridge,Hemlock,6,3,Litter_sifting,Nitidulidae,55,10
2008-07-18,2008-07-28,Ridge,Hemlock,6,3,Pitfall,Carabidae,75,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,5,Pitfall,Scarabaeidae,101,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,2,Litter_sifting,Nitidulidae,94,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,3,Litter_sifting,Scaphidiidae,93,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,5,Pitfall,Leiodidae,92,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,1,Litter_sifting,Leiodidae,92,2
2008-07-18,2008-07-28,Ridge,Hemlock,6,5,Pitfall,Carabidae,86,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,1,Litter_sifting,Curculionidae,85,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,2,Litter_sifting,Leiodidae,83,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,2,Litter_sifting,Staphylinidae,82,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,4,Pitfall,Carabidae,75,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,2,Litter_sifting,Ptilidae,68,125
2008-07-18,2008-07-28,Ridge,Hemlock,6,1,Litter_sifting,Carabidae,75,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,5,Pitfall,Carabidae,106,2
2008-07-18,2008-07-28,Ridge,Hemlock,6,5,Pitfall,Carabidae,104,2
2008-09-22,2008-10-02,Ridge,Hemlock,6,1,Pitfall,Carabidae,104,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,4,Pitfall,Carabidae,104,4
2008-07-18,2008-07-28,Ridge,Hemlock,6,5,Pitfall,Staphylinidae,72,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,1,Pitfall,Carabidae,104,2
2008-07-18,2008-07-28,Ridge,Hemlock,6,4,Pitfall,Staphylinidae,72,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,2,Pitfall,Carabidae,104,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,4,Litter_sifting,Staphylinidae,71,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,3,Pitfall,Carabidae,104,2
2008-07-18,2008-07-28,Ridge,Hemlock,6,3,Litter_sifting,Carabidae,104,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,4,Pitfall,Leiodidae,107,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,1,Pitfall,Carabidae,75,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,2,Litter_sifting,Throscidae,42,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,2,Litter_sifting,Staphylinidae,48,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,1,Litter_sifting,Staphylinidae,48,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,3,Litter_sifting,Scarabaeidae,44,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,2,Litter_sifting,Staphylinidae,49,3
2008-05-19,2008-05-29,Ridge,Hemlock,6,3,Litter_sifting,Throscidae,42,1
2008-05-19,2008-05-29,Ridge,Hemlock,6,4,Litter_sifting,Throscidae,42,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,4,Litter_sifting,Throscidae,42,1
2008-07-18,2008-07-28,Ridge,Hemlock,6,1,Litter_sifting,Ptilidae,68,100
2008-05-19,2008-05-29,Ridge,Hemlock,6,1,Litter_sifting,Staphylinidae,49,1
2008-09-22,2008-10-02,Ridge,Hemlock,6,2,Litter_sifting,Carabidae,47,2
2008-07-18,2008-07-28,Ridge,Hardwood,7,4,Pitfall,Carabidae,104,2
2008-07-18,2008-07-28,Ridge,Hardwood,7,4,Pitfall,Carabidae,106,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,3,Pitfall,Carabidae,75,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,4,Litter_sifting,Staphylinidae,38,2
2008-07-18,2008-07-28,Ridge,Hardwood,7,4,Pitfall,Carabidae,104,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,4,Litter_sifting,Staphylinidae,49,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,5,Pitfall,Staphylinidae,3,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,5,Pitfall,Staphylinidae,4,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,3,Pitfall,Carabidae,106,2
2008-07-18,2008-07-28,Ridge,Hardwood,7,3,Pitfall,Carabidae,104,2
2008-05-19,2008-05-29,Ridge,Hardwood,7,2,Litter_sifting,Curculionidae,12,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,2,Litter_sifting,Ptilidae,68,80
2008-05-19,2008-05-29,Ridge,Hardwood,7,5,Pitfall,Chrysomelidae,5,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,5,Litter_sifting,Curculionidae,12,4
2008-07-18,2008-07-28,Ridge,Hardwood,7,2,Litter_sifting,Scarabaeidae,44,2
2008-05-19,2008-05-29,Ridge,Hardwood,7,3,Litter_sifting,Scarabaeidae,44,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,3,Litter_sifting,Curculionidae,12,9
2008-07-18,2008-07-28,Ridge,Hardwood,7,1,Pitfall,Carabidae,104,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,2,Pitfall,Staphylinidae,72,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,2,Pitfall,Carabidae,2,4
2008-07-18,2008-07-28,Ridge,Hardwood,7,3,Pitfall,Staphylinidae,126,7
2008-07-18,2008-07-28,Ridge,Hardwood,7,4,Pitfall,Staphylinidae,126,9
2008-05-19,2008-05-29,Ridge,Hardwood,7,2,Litter_sifting,Scydmaenidae,35,4
