start.date,end.date,block,treatment,plot,replicate,sampling.method,family,morphospecies.code,count
2008-07-18,2008-07-28,Ridge,Hardwood,7,4,Litter_sifting,Curculionidae,12,2
2008-05-19,2008-05-29,Ridge,Hardwood,7,5,Pitfall,Carabidae,2,3
2008-09-22,2008-10-02,Ridge,Hardwood,7,1,Pitfall,Carabidae,75,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,1,Pitfall,Carabidae,1,3
2008-05-19,2008-05-29,Ridge,Hardwood,7,2,Litter_sifting,Curculionidae,45,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,3,Litter_sifting,Carabidae,2,2
2008-09-22,2008-10-02,Ridge,Hardwood,7,2,Litter_sifting,Scydmaenidae,35,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,5,Litter_sifting,Staphylinidae,72,3
2008-07-18,2008-07-28,Ridge,Hardwood,7,2,Pitfall,Carabidae,104,2
2008-07-18,2008-07-28,Ridge,Hardwood,7,2,Litter_sifting,Curculionidae,12,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,2,Litter_sifting,Scarabaeidae,44,3
2008-05-19,2008-05-29,Ridge,Hardwood,7,4,Pitfall,Staphylinidae,3,2
2008-07-18,2008-07-28,Ridge,Hardwood,7,1,Pitfall,Staphylinidae,129,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,2,Pitfall,Carabidae,7,3
2008-07-18,2008-07-28,Ridge,Hardwood,7,4,Pitfall,Curculionidae,6,2
2008-07-18,2008-07-28,Ridge,Hardwood,7,3,Litter_sifting,Curculionidae,88,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,3,Litter_sifting,Carabidae,7,2
2008-05-19,2008-05-29,Ridge,Hardwood,7,5,Litter_sifting,Staphylinidae,38,2
2008-09-22,2008-10-02,Ridge,Hardwood,7,5,Litter_sifting,Staphylinidae,95,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,4,Pitfall,Carabidae,8,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,3,Pitfall,Carabidae,8,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,4,Litter_sifting,Curculionidae,96,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,4,Litter_sifting,Scarabaeidae,44,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,2,Litter_sifting,Carabidae,7,2
2008-09-22,2008-10-02,Ridge,Hardwood,7,2,Litter_sifting,Curculionidae,85,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,1,Litter_sifting,Curculionidae,97,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,4,Pitfall,Scarabaeidae,101,2
2008-09-22,2008-10-02,Ridge,Hardwood,7,4,Litter_sifting,Carabidae,7,5
2008-05-19,2008-05-29,Ridge,Hardwood,7,5,Pitfall,Carabidae,1,4
2008-09-22,2008-10-02,Ridge,Hardwood,7,5,Litter_sifting,Carabidae,7,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,1,Litter_sifting,Carabidae,7,2
2008-07-18,2008-07-28,Ridge,Hardwood,7,4,Pitfall,Scarabaeidae,101,2
2008-07-18,2008-07-28,Ridge,Hardwood,7,3,Pitfall,Scarabaeidae,101,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,3,Pitfall,Nitidulidae,102,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,4,Litter_sifting,Carabidae,7,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,5,Pitfall,Curculionidae,6,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,2,Litter_sifting,Ptilidae,68,4
2008-09-22,2008-10-02,Ridge,Hardwood,7,3,Pitfall,Carabidae,104,3
2008-05-19,2008-05-29,Ridge,Hardwood,7,4,Pitfall,Staphylinidae,13,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,1,Litter_sifting,Staphylinidae,11,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,5,Litter_sifting,Carabidae,104,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,1,Litter_sifting,Bostrichidae,36,12
2008-07-18,2008-07-28,Ridge,Hardwood,7,2,Litter_sifting,Carabidae,75,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,4,Litter_sifting,Curculionidae,85,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,4,Pitfall,Nitidulidae,102,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,4,Litter_sifting,Curculionidae,12,12
2008-07-18,2008-07-28,Ridge,Hardwood,7,1,Pitfall,Latridiidae,77,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,5,Litter_sifting,Carabidae,7,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,2,Litter_sifting,Elateridae,79,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,2,Litter_sifting,Leiodidae,80,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,3,Litter_sifting,Elateridae,37,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,1,Litter_sifting,Staphylinidae,82,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,5,Litter_sifting,Staphylinidae,82,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,4,Pitfall,Carabidae,1,4
2008-05-19,2008-05-29,Ridge,Hardwood,7,1,Pitfall,Staphylinidae,10,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,2,Litter_sifting,Staphylinidae,48,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,2,Litter_sifting,Staphylinidae,126,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,4,Pitfall,Melandryidae,114,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,4,Pitfall,Scarabaeidae,19,2
2008-07-18,2008-07-28,Ridge,Hardwood,7,1,Litter_sifting,Scydmaenidae,35,2
2008-07-18,2008-07-28,Ridge,Hardwood,7,2,Pitfall,Staphylinidae,126,5
2008-05-19,2008-05-29,Ridge,Hardwood,7,3,Pitfall,Carabidae,22,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,4,Litter_sifting,Scarabaeidae,57,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,4,Pitfall,Staphylinidae,117,5
2008-05-19,2008-05-29,Ridge,Hardwood,7,4,Litter_sifting,Elateridae,56,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,2,Pitfall,Carabidae,2,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,3,Pitfall,Nitidulidae,123,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,4,Pitfall,Staphylinidae,118,6
2008-05-19,2008-05-29,Ridge,Hardwood,7,1,Litter_sifting,Elateridae,34,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,4,Pitfall,Carabidae,113,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,5,Litter_sifting,Staphylinidae,49,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,3,Litter_sifting,Staphylinidae,51,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,5,Litter_sifting,Staphylinidae,49,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,2,Litter_sifting,Staphylinidae,51,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,4,Litter_sifting,Chrysomelidae,53,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,3,Litter_sifting,Chrysomelidae,53,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,5,Litter_sifting,Nitidulidae,55,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,4,Litter_sifting,Staphylinidae,49,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,1,Pitfall,Carabidae,2,2
2008-09-22,2008-10-02,Ridge,Hardwood,7,4,Pitfall,Staphylinidae,50,2
2008-09-22,2008-10-02,Ridge,Hardwood,7,4,Litter_sifting,Nitidulidae,55,11
2008-05-19,2008-05-29,Ridge,Hardwood,7,4,Litter_sifting,Staphylinidae,50,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,2,Litter_sifting,Nitidulidae,55,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,3,Litter_sifting,Nitidulidae,55,5
2008-09-22,2008-10-02,Ridge,Hardwood,7,1,Litter_sifting,Scydmaenidae,35,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,1,Litter_sifting,Nitidulidae,55,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,3,Litter_sifting,Ptilidae,68,25
2008-07-18,2008-07-28,Ridge,Hardwood,7,4,Litter_sifting,Ptilidae,68,60
2008-07-18,2008-07-28,Ridge,Hardwood,7,2,Pitfall,Carabidae,106,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,3,Litter_sifting,Ptilidae,68,4
2008-09-22,2008-10-02,Ridge,Hardwood,7,5,Pitfall,Staphylinidae,50,3
2008-07-18,2008-07-28,Ridge,Hardwood,7,5,Litter_sifting,Ptilidae,68,8
2008-05-19,2008-05-29,Ridge,Hardwood,7,4,Pitfall,Carabidae,2,8
2008-05-19,2008-05-29,Ridge,Hardwood,7,3,Litter_sifting,Lampyridae,16,2
2008-07-18,2008-07-28,Ridge,Hardwood,7,1,Pitfall,Staphylinidae,126,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,1,Litter_sifting,Ptilidae,68,75
2008-05-19,2008-05-29,Ridge,Hardwood,7,1,Pitfall,Carabidae,17,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,4,Pitfall,Staphylinidae,126,3
2008-05-19,2008-05-29,Ridge,Hardwood,7,2,Litter_sifting,Staphylinidae,49,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,1,Pitfall,Carabidae,14,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,3,Pitfall,Staphylinidae,50,4
2008-07-18,2008-07-28,Ridge,Hardwood,7,2,Litter_sifting,Scydmaenidae,35,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,2,Litter_sifting,Chrysomelidae,64,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,5,Litter_sifting,Scydmaenidae,35,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,2,Pitfall,Staphylinidae,13,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,1,Litter_sifting,Scydmaenidae,35,2
2008-09-22,2008-10-02,Ridge,Hardwood,7,1,Litter_sifting,Staphylinidae,49,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,3,Litter_sifting,Staphylinidae,49,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,4,Litter_sifting,Scydmaenidae,35,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,2,Litter_sifting,Staphylinidae,50,2
2008-09-22,2008-10-02,Ridge,Hardwood,7,5,Litter_sifting,Staphylinidae,48,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,2,Pitfall,Scarabaeidae,101,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,4,Pitfall,Lampyridae,16,1
2008-07-18,2008-07-28,Ridge,Hardwood,7,4,Pitfall,Carabidae,106,1
2008-05-19,2008-05-29,Ridge,Hardwood,7,2,Litter_sifting,Staphylinidae,48,1
2008-09-22,2008-10-02,Ridge,Hardwood,7,4,Litter_sifting,Chrysomelidae,64,1
2008-05-19,2008-05-29,Valley,Hardwood,8,4,Pitfall,Carabidae,2,2
2008-09-22,2008-10-02,Valley,Hardwood,8,4,Pitfall,Nitidulidae,123,1
2008-07-18,2008-07-28,Valley,Hardwood,8,4,Pitfall,Nitidulidae,123,1
2008-09-22,2008-10-02,Valley,Hardwood,8,2,Pitfall,Nitidulidae,102,1
2008-09-22,2008-10-02,Valley,Hardwood,8,2,Pitfall,Nitidulidae,123,1
2008-05-19,2008-05-29,Valley,Hardwood,8,5,Pitfall,Carabidae,2,2
2008-07-18,2008-07-28,Valley,Hardwood,8,2,Pitfall,Nitidulidae,123,1
2008-09-22,2008-10-02,Valley,Hardwood,8,5,Pitfall,Nitidulidae,102,1
2008-07-18,2008-07-28,Valley,Hardwood,8,5,Pitfall,Nitidulidae,123,2
2008-07-18,2008-07-28,Valley,Hardwood,8,4,Pitfall,Staphylinidae,119,6
2008-07-18,2008-07-28,Valley,Hardwood,8,5,Pitfall,Staphylinidae,125,1
2008-09-22,2008-10-02,Valley,Hardwood,8,5,Pitfall,Nitidulidae,123,1
2008-05-19,2008-05-29,Valley,Hardwood,8,3,Pitfall,Carabidae,2,3
2008-07-18,2008-07-28,Valley,Hardwood,8,3,Pitfall,Carabidae,106,1
2008-05-19,2008-05-29,Valley,Hardwood,8,1,Pitfall,Carabidae,1,1
2008-09-22,2008-10-02,Valley,Hardwood,8,5,Pitfall,Carabidae,2,1
2008-07-18,2008-07-28,Valley,Hardwood,8,2,Pitfall,Staphylinidae,126,5
2008-07-18,2008-07-28,Valley,Hardwood,8,1,Pitfall,Carabidae,104,1
2008-05-19,2008-05-29,Valley,Hardwood,8,5,Pitfall,Carabidae,1,1
2008-05-19,2008-05-29,Valley,Hardwood,8,1,Pitfall,Staphylinidae,3,1
2008-05-19,2008-05-29,Valley,Hardwood,8,2,Pitfall,Staphylinidae,3,1
2008-07-18,2008-07-28,Valley,Hardwood,8,3,Litter_sifting,Curculionidae,12,1
2008-07-18,2008-07-28,Valley,Hardwood,8,3,Pitfall,Carabidae,104,2
2008-05-19,2008-05-29,Valley,Hardwood,8,3,Pitfall,Staphylinidae,3,1
2008-05-19,2008-05-29,Valley,Hardwood,8,5,Pitfall,Curculionidae,6,2
2008-07-18,2008-07-28,Valley,Hardwood,8,5,Pitfall,Staphylinidae,126,1
2008-05-19,2008-05-29,Valley,Hardwood,8,3,Pitfall,Carabidae,7,1
2008-07-18,2008-07-28,Valley,Hardwood,8,2,Pitfall,Staphylinidae,118,1
2008-07-18,2008-07-28,Valley,Hardwood,8,4,Pitfall,Staphylinidae,120,1
2008-07-18,2008-07-28,Valley,Hardwood,8,5,Pitfall,Carabidae,104,2
2008-07-18,2008-07-28,Valley,Hardwood,8,1,Pitfall,Staphylinidae,126,3
2008-07-18,2008-07-28,Valley,Hardwood,8,4,Pitfall,Staphylinidae,121,1
2008-05-19,2008-05-29,Valley,Hardwood,8,2,Pitfall,Curculionidae,6,1
2008-05-19,2008-05-29,Valley,Hardwood,8,2,Pitfall,Staphylinidae,138,1
2008-05-19,2008-05-29,Valley,Hardwood,8,2,Pitfall,Carabidae,7,1
2008-07-18,2008-07-28,Valley,Hardwood,8,2,Pitfall,Carabidae,7,1
2008-07-18,2008-07-28,Valley,Hardwood,8,4,Pitfall,Nitidulidae,122,1
2008-07-18,2008-07-28,Valley,Hardwood,8,3,Pitfall,Staphylinidae,126,1
2008-07-18,2008-07-28,Valley,Hardwood,8,1,Pitfall,Nitidulidae,123,3
2008-07-18,2008-07-28,Valley,Hardwood,8,1,Pitfall,Staphylinidae,117,1
2008-05-19,2008-05-29,Valley,Hardwood,8,1,Litter_sifting,Nitidulidae,55,5
2008-09-22,2008-10-02,Valley,Hardwood,8,4,Pitfall,Staphylinidae,50,1
2008-05-19,2008-05-29,Valley,Hardwood,8,5,Litter_sifting,Elateridae,34,1
2008-07-18,2008-07-28,Valley,Hardwood,8,2,Pitfall,Staphylinidae,50,1
2008-05-19,2008-05-29,Valley,Hardwood,8,3,Pitfall,Staphylinidae,29,1
2008-05-19,2008-05-29,Valley,Hardwood,8,3,Pitfall,Staphylinidae,28,1
2008-07-18,2008-07-28,Valley,Hardwood,8,4,Pitfall,Staphylinidae,27,2
2008-05-19,2008-05-29,Valley,Hardwood,8,2,Litter_sifting,Staphylinidae,51,1
2008-05-19,2008-05-29,Valley,Hardwood,8,3,Litter_sifting,Elateridae,52,1
2008-07-18,2008-07-28,Valley,Hardwood,8,3,Litter_sifting,Nitidulidae,55,1
2008-07-18,2008-07-28,Valley,Hardwood,8,4,Litter_sifting,Nitidulidae,55,5
2008-07-18,2008-07-28,Valley,Hardwood,8,4,Litter_sifting,Curculionidae,12,4
2008-09-22,2008-10-02,Valley,Hardwood,8,5,Litter_sifting,Nitidulidae,55,16
2008-07-18,2008-07-28,Valley,Hardwood,8,1,Pitfall,Staphylinidae,50,2
2008-09-22,2008-10-02,Valley,Hardwood,8,2,Litter_sifting,Nitidulidae,55,4
2008-09-22,2008-10-02,Valley,Hardwood,8,1,Litter_sifting,Nitidulidae,55,5
2008-09-22,2008-10-02,Valley,Hardwood,8,4,Litter_sifting,Nitidulidae,55,5
2008-09-22,2008-10-02,Valley,Hardwood,8,3,Litter_sifting,Nitidulidae,55,3
2008-05-19,2008-05-29,Valley,Hardwood,8,4,Litter_sifting,Nitidulidae,55,1
2008-05-19,2008-05-29,Valley,Hardwood,8,1,Litter_sifting,Elateridae,56,1
2008-07-18,2008-07-28,Valley,Hardwood,8,5,Litter_sifting,Scaphidiidae,62,1
2008-05-19,2008-05-29,Valley,Hardwood,8,4,Pitfall,Lucanidae,18,1
2008-05-19,2008-05-29,Valley,Hardwood,8,1,Pitfall,Lucanidae,18,1
2008-07-18,2008-07-28,Valley,Hardwood,8,3,Pitfall,Carabidae,17,2
2008-07-18,2008-07-28,Valley,Hardwood,8,4,Pitfall,Carabidae,17,1
2008-07-18,2008-07-28,Valley,Hardwood,8,2,Litter_sifting,Nitidulidae,55,2
2008-05-19,2008-05-29,Valley,Hardwood,8,4,Litter_sifting,Scydmaenidae,35,1
2008-05-19,2008-05-29,Valley,Hardwood,8,3,Litter_sifting,Elateridae,40,1
2008-05-19,2008-05-29,Valley,Hardwood,8,5,Litter_sifting,Scarabaeidae,44,2
2008-05-19,2008-05-29,Valley,Hardwood,8,1,Litter_sifting,Scarabaeidae,44,1
2008-09-22,2008-10-02,Valley,Hardwood,8,5,Litter_sifting,Scydmaenidae,35,2
2008-05-19,2008-05-29,Valley,Hardwood,8,1,Litter_sifting,Carabidae,47,3
2008-09-22,2008-10-02,Valley,Hardwood,8,4,Litter_sifting,Carabidae,47,1
2008-09-22,2008-10-02,Valley,Hardwood,8,1,Litter_sifting,Carabidae,47,1
2008-07-18,2008-07-28,Valley,Hardwood,8,4,Litter_sifting,Scydmaenidae,35,1
2008-05-19,2008-05-29,Valley,Hardwood,8,3,Litter_sifting,Carabidae,47,1
2008-09-22,2008-10-02,Valley,Hardwood,8,5,Pitfall,Carabidae,47,1
2008-07-18,2008-07-28,Valley,Hardwood,8,2,Litter_sifting,Staphylinidae,48,1
2008-05-19,2008-05-29,Valley,Hardwood,8,2,Litter_sifting,Elateridae,34,1
2008-07-18,2008-07-28,Valley,Hardwood,8,5,Litter_sifting,Scydmaenidae,35,1
2008-07-18,2008-07-28,Valley,Hardwood,8,4,Litter_sifting,Staphylinidae,50,8
2008-07-18,2008-07-28,Valley,Hardwood,8,1,Litter_sifting,Scydmaenidae,35,3
2008-07-18,2008-07-28,Valley,Hardwood,8,1,Litter_sifting,Staphylinidae,49,2
2008-09-22,2008-10-02,Valley,Hardwood,8,2,Litter_sifting,Scydmaenidae,35,8
2008-05-19,2008-05-29,Valley,Hardwood,8,3,Litter_sifting,Scydmaenidae,35,1
2008-05-19,2008-05-29,Valley,Hardwood,8,5,Litter_sifting,Staphylinidae,50,5
2008-09-22,2008-10-02,Valley,Hardwood,8,5,Pitfall,Staphylinidae,50,1
2008-09-22,2008-10-02,Valley,Hardwood,8,2,Litter_sifting,Staphylinidae,50,3
2008-07-18,2008-07-28,Valley,Hardwood,8,4,Pitfall,Staphylinidae,50,7
2008-05-19,2008-05-29,Valley,Hardwood,8,3,Litter_sifting,Elateridae,34,1
2008-07-18,2008-07-28,Valley,Hardwood,8,2,Litter_sifting,Staphylinidae,50,18
2008-07-18,2008-07-28,Valley,Hardwood,8,3,Litter_sifting,Ptilidae,68,2
2008-05-19,2008-05-29,Valley,Hardwood,8,5,Litter_sifting,Scydmaenidae,35,1
2008-05-19,2008-05-29,Valley,Hardwood,8,1,Pitfall,Staphylinidae,10,2
2008-05-19,2008-05-29,Valley,Hardwood,8,3,Pitfall,Lampyridae,16,1
2008-07-18,2008-07-28,Valley,Hardwood,8,5,Litter_sifting,Curculionidae,12,1
2008-07-18,2008-07-28,Valley,Hardwood,8,1,Litter_sifting,Curculionidae,12,2
2008-05-19,2008-05-29,Valley,Hardwood,8,1,Litter_sifting,Curculionidae,12,3
2008-09-22,2008-10-02,Valley,Hardwood,8,2,Litter_sifting,Curculionidae,12,4
2008-07-18,2008-07-28,Valley,Hardwood,8,5,Pitfall,Carabidae,75,1
2008-07-18,2008-07-28,Valley,Hardwood,8,4,Litter_sifting,Carabidae,75,1
2008-07-18,2008-07-28,Valley,Hardwood,8,4,Pitfall,Carabidae,75,1
2008-09-22,2008-10-02,Valley,Hardwood,8,4,Litter_sifting,Staphylinidae,11,1
2008-07-18,2008-07-28,Valley,Hardwood,8,3,Pitfall,Carabidae,75,1
2008-09-22,2008-10-02,Valley,Hardwood,8,2,Pitfall,Carabidae,75,1
2008-09-22,2008-10-02,Valley,Hardwood,8,4,Pitfall,Carabidae,75,1
2008-09-22,2008-10-02,Valley,Hardwood,8,5,Pitfall,Carabidae,75,1
2008-07-18,2008-07-28,Valley,Hardwood,8,1,Pitfall,Carabidae,75,2
2008-07-18,2008-07-28,Valley,Hardwood,8,1,Pitfall,Staphylinidae,10,1
2008-07-18,2008-07-28,Valley,Hardwood,8,4,Litter_sifting,Curculionidae,76,1
2008-07-18,2008-07-28,Valley,Hardwood,8,4,Litter_sifting,Latridiidae,77,1
2008-05-19,2008-05-29,Valley,Hardwood,8,2,Pitfall,Staphylinidae,10,1
2008-09-22,2008-10-02,Valley,Hardwood,8,4,Litter_sifting,Leiodidae,83,1
2008-09-22,2008-10-02,Valley,Hardwood,8,5,Litter_sifting,Leiodidae,92,1
2008-09-22,2008-10-02,Valley,Hardwood,8,1,Pitfall,Leiodidae,92,1
2008-05-19,2008-05-29,Valley,Hardwood,8,1,Litter_sifting,Carabidae,7,1
2008-09-22,2008-10-02,Valley,Hardwood,8,4,Pitfall,Scarabaeidae,101,2
2008-07-18,2008-07-28,Valley,Hardwood,8,5,Litter_sifting,Carabidae,7,1
2008-09-22,2008-10-02,Valley,Hardwood,8,1,Litter_sifting,Carabidae,7,1
2008-07-18,2008-07-28,Valley,Hardwood,8,2,Litter_sifting,Carabidae,75,2
2008-05-19,2008-05-29,Valley,Hardwood,8,5,Litter_sifting,Curculionidae,12,3
2008-09-22,2008-10-02,Valley,Hardwood,8,3,Litter_sifting,Carabidae,7,1
2008-07-18,2008-07-28,Valley,Hardwood,8,5,Litter_sifting,Ptilidae,68,27
2008-05-19,2008-05-29,Valley,Hardwood,8,1,Pitfall,Staphylinidae,13,2
2008-07-18,2008-07-28,Valley,Hardwood,8,2,Pitfall,Staphylinidae,13,1
2008-07-18,2008-07-28,Valley,Hardwood,8,4,Litter_sifting,Ptilidae,68,9
2008-07-18,2008-07-28,Valley,Hardwood,8,4,Pitfall,Staphylinidae,13,1
2008-09-22,2008-10-02,Valley,Hardwood,8,3,Litter_sifting,Ptilidae,68,5
2008-07-18,2008-07-28,Valley,Hardwood,8,1,Pitfall,Staphylinidae,13,1
2008-07-18,2008-07-28,Valley,Hardwood,8,5,Litter_sifting,Carabidae,69,1
2008-07-18,2008-07-28,Valley,Hardwood,8,1,Litter_sifting,Carabidae,69,1
2008-05-19,2008-05-29,Valley,Hardwood,8,5,Pitfall,Staphylinidae,13,1
2008-07-18,2008-07-28,Valley,Hardwood,8,2,Litter_sifting,Curculionidae,12,5
2008-05-19,2008-05-29,Valley,Hardwood,8,4,Litter_sifting,Curculionidae,12,1
2008-07-18,2008-07-28,Valley,Hardwood,8,1,Litter_sifting,Ptilidae,68,2
2008-07-18,2008-07-28,Valley,Hardwood,8,5,Pitfall,Staphylinidae,72,1
2008-07-18,2008-07-28,Valley,Hardwood,8,4,Litter_sifting,Staphylinidae,72,1
2008-07-18,2008-07-28,Valley,Hardwood,8,3,Litter_sifting,Staphylinidae,72,1
2008-05-19,2008-05-29,Valley,Hardwood,8,5,Pitfall,Curculionidae,12,2
2008-07-18,2008-07-28,Valley,Hardwood,8,5,Litter_sifting,Staphylinidae,73,1
2008-09-22,2008-10-02,Valley,Hardwood,8,4,Litter_sifting,Curculionidae,12,10
2008-09-22,2008-10-02,Valley,Hardwood,8,5,Litter_sifting,Curculionidae,12,2
2008-09-22,2008-10-02,Valley,Hardwood,8,1,Litter_sifting,Curculionidae,12,3
2008-09-22,2008-10-02,Valley,Hardwood,8,3,Litter_sifting,Curculionidae,12,5
2008-07-18,2008-07-28,Valley,Hardwood,8,5,Litter_sifting,Elateridae,74,1
2008-07-18,2008-07-28,Valley,Hardwood,8,4,Litter_sifting,Elateridae,74,1
2008-07-18,2008-07-28,Valley,Hardwood,8,5,Litter_sifting,Staphylinidae,71,1
